str_no_string|NO STRING!
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_although_i_worry_that_a_king_who_took_a_throne_without_proper_cause_would_not_rule_with_justice|Вы говорите о защите простолюдинов. Мне было бы приятно служить королю, уважающему своих подданных, хотя, боюсь, тот, кто занял трон не по праву, не способен править справедливо.
str_you_speak_of_protecting_the_commons_i_would_be_pleased_to_serve_a_king_who_respected_the_rights_of_his_subjects_however_i_would_like_to_know_that_you_would_indeed_deliver_on_your_promises|Вы говорите о защите простолюдинов? Мне было бы приятно служить королю, уважающему своих подданных. И мне хотелось бы верить, что вы действительно выполните свои обещания.
str_i_am_not_swayed_by_promises_of_reward|Мое мнение не изменить обещаниями награды
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_to_the_realm_and_i_believe_that_you_are_strong_enough_to_do_so|Вы собираетесь объединить Пендор. Было бы чудесно вернуть мир в королевство, и вы, полагаю, достаточно сильны для этого.
str_you_speak_of_unifying_calradia_it_would_be_good_to_bring_peace_the_realm_but_with_your_kingdom_in_its_current_state_i_worry_that_you_are_just_bringing_more_discord|Вы собираетесь объединить Пендор? Было бы чудесно вернуть мир в королевство, но при текущем состоянии дел я боюсь, что вы только усилите раздоры.
str_my_s11_s15|моего {s11} {s15}
str_my_s11_s18|моего {s11} {s18}
str_the_socalled_s11_s18|Так называемый {s11} {s18}
str_s18_would_cheat_me_of_my_inheritance_by_heaven_i_know_my_rights_and_im_not_going_to_back_down|{s18} обманом лишил бы меня наследства. Клянусь небом, я знаю свои права и не собираюсь отступать!
str_s18_once_questioned_my_honour_and_my_bravery_i_long_for_the_day_when_i_can_meet_him_in_battle_and_make_him_retract_his_statement|{s18} однажды усомнился в моей чести и в моей доблести. С тех пор я мечтаю встретиться с ним в бою и заставить взять его слова обратно.
str_s18_once_questioned_my_judgment_in_battle_by_heaven_would_he_have_us_shirk_our_duty_to_smite_our_sovereigns_foes|{s18} однажды усомнился в моем решении в бою. Он что, желает уклониться от обязанности уничтожать врагов нашего сюзерена?
str_s18_seems_to_think_he_has_the_right_to_some_of_my_property_well_he_does_not|Похоже, что {s18} считает, будто обладает правом на мою собственность, хотя это не так.
str_s18_once_took_something_i_said_amiss_stubborn_bastard_wont_give_it_up_and_keeps_trying_to_get_me_to_recant_my_words|{s18} однажды обиделся на мое высказывание. Вот упрямец - он все пытается добраться до меня, чтобы я взял свои слова обратно.
str_s18_is_a_crafty_weasel_and_i_dont_trust_him_one_bit|{s18} - ловкий проныра, и я не верю ему ни на грош.
