dlga_start:barclay_rufio_1|Внимание: Эта строка не должна отображаться.
dlga_barclay_rufio_1:companion_comment|{s4}
dlga_start:melitine_kaspax_1|Внимание: Эта строка не должна отображаться.
dlga_melitine_kaspax_1:companion_comment|{s4}
dlga_start:noldor_player_response|{s4}
dlga_noldor_player_response:close_window|Мы оставим вас одних в ваших лесах, друзья.
dlga_start:generic_response_1.1|W.
dlga_start:seer_1|Внимание: .
dlga_seer_1:seer_2|{s4}
dlga_seer_2:seer_a|Да, нет необходимости в сражении. Давайте отдохнем вместе!
dlga_seer_2:close_window|Я не попадусь на ваши ведьминские уловки! Слишком много душ было потеряно в ваших объятиях! Пришло время умирать!
dlga_seer_a:seer_a2|Отличный выбор, {playername}, давайте пить вместе, веселиться и греться на теплом солнце.
dlga_seer_a2:close_window|Согласны! Парни! Отложите оружие, уберите щиты - давайте будем пить вино и отдыхать с этими прекрасными дамами.
